2025-07-01 10:34:33.901 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:34:34.958 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:34:50.562 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:34:51.437 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:41:56.555 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:41:57.712 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:43:19.390 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:43:20.414 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:43:48.193 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:43:49.051 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:44:05.062 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:44:06.174 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:45:36.759 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:45:37.640 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:45:55.498 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
2025-07-01 10:45:56.476 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from kha-white/manga-ocr-base
2025-07-01 10:47:31.259 | INFO     | manga_ocr.ocr:__init__:16 - Loading OCR model from C:\Users\Administrator\Desktop\flask\Saber-Translator\Saber-Translator-main\src\interfaces\..\..\manga_ocr_model
